response,age,income,response_pt_2,age_range,tokens
I'm broke,53.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  I'm broke,45-54,broke
we are getting by month by month but no savings and credit card purchases are higher no extras either,51.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  we are getting by month by month but no savings and credit card purchases are higher no extras either ,45-54,getting
we are getting by month by month but no savings and credit card purchases are higher no extras either,51.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  we are getting by month by month but no savings and credit card purchases are higher no extras either ,45-54,month
we are getting by month by month but no savings and credit card purchases are higher no extras either,51.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  we are getting by month by month but no savings and credit card purchases are higher no extras either ,45-54,month
we are getting by month by month but no savings and credit card purchases are higher no extras either,51.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  we are getting by month by month but no savings and credit card purchases are higher no extras either ,45-54,savings
we are getting by month by month but no savings and credit card purchases are higher no extras either,51.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  we are getting by month by month but no savings and credit card purchases are higher no extras either ,45-54,credit
we are getting by month by month but no savings and credit card purchases are higher no extras either,51.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  we are getting by month by month but no savings and credit card purchases are higher no extras either ,45-54,card
we are getting by month by month but no savings and credit card purchases are higher no extras either,51.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  we are getting by month by month but no savings and credit card purchases are higher no extras either ,45-54,purchases
we are getting by month by month but no savings and credit card purchases are higher no extras either,51.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  we are getting by month by month but no savings and credit card purchases are higher no extras either ,45-54,higher
we are getting by month by month but no savings and credit card purchases are higher no extras either,51.0,"Income: $100,001 - $150,000",How has losing or going without more aid impacted you?  we are getting by month by month but no savings and credit card purchases are higher no extras either ,45-54,extras
Negatively as my bills and cost of living have increased during the pandemic.,58.0,"Income: $75,001 - $100,000",How has losing or going without more aid impacted you?  Negatively as my bills and cost of living have increased during the pandemic.    ,55-64,negatively
Negatively as my bills and cost of living have increased during the pandemic.,58.0,"Income: $75,001 - $100,000",How has losing or going without more aid impacted you?  Negatively as my bills and cost of living have increased during the pandemic.    ,55-64,bills
Negatively as my bills and cost of living have increased during the pandemic.,58.0,"Income: $75,001 - $100,000",How has losing or going without more aid impacted you?  Negatively as my bills and cost of living have increased during the pandemic.    ,55-64,cost
Negatively as my bills and cost of living have increased during the pandemic.,58.0,"Income: $75,001 - $100,000",How has losing or going without more aid impacted you?  Negatively as my bills and cost of living have increased during the pandemic.    ,55-64,living
Negatively as my bills and cost of living have increased during the pandemic.,58.0,"Income: $75,001 - $100,000",How has losing or going without more aid impacted you?  Negatively as my bills and cost of living have increased during the pandemic.    ,55-64,increased
Negatively as my bills and cost of living have increased during the pandemic.,58.0,"Income: $75,001 - $100,000",How has losing or going without more aid impacted you?  Negatively as my bills and cost of living have increased during the pandemic.    ,55-64,pandemic
I can not pay my bills,34.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  I can not pay my bills,25-34,pay
I can not pay my bills,34.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  I can not pay my bills,25-34,bills
If |had more | could have paid off my summer class,20.0,"Income: More than $150,000",How has losing or going without more aid impacted you?  If |had more | could have paid off my summer class ,18-24,|had
If |had more | could have paid off my summer class,20.0,"Income: More than $150,000",How has losing or going without more aid impacted you?  If |had more | could have paid off my summer class ,18-24,paid
If |had more | could have paid off my summer class,20.0,"Income: More than $150,000",How has losing or going without more aid impacted you?  If |had more | could have paid off my summer class ,18-24,summer
If |had more | could have paid off my summer class,20.0,"Income: More than $150,000",How has losing or going without more aid impacted you?  If |had more | could have paid off my summer class ,18-24,class
I can’t make ends meet.,44.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  I can’t make ends meet.,35-44,ends
I can’t make ends meet.,44.0,"Income: $25,000 - $50,000",How has losing or going without more aid impacted you?  I can’t make ends meet.,35-44,meet
i cannot afford my medications,70.0,"Income: $75,001 - $100,000",How has losing or going without more aid impacted you?  i cannot afford my medications,65+,afford
i cannot afford my medications,70.0,"Income: $75,001 - $100,000",How has losing or going without more aid impacted you?  i cannot afford my medications,65+,medications
can't go to store when i need too,57.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  can't go to store when i need too,55-64,store
can't go to store when i need too,57.0,"Income: Under $25,000",How has losing or going without more aid impacted you?  can't go to store when i need too,55-64,need
this aid helped me and my family,49.0,"Income: More than $150,000",How has losing or going without more aid impacted you?  this aid helped me and my family,45-54,aid
